Project Number,Project Title,Principal Investigator,Institution,Status,Research_Report_Title,Research_Report_URL,Year,Duration (months),Funding (HK$),Major Themes,Empirical_Data_URL
2013.A2.001.13A,Land and Housing Policies in Post-Handover Hong Kong : Political Economy and Urban Space,Prof LI Si Ming,Hong Kong Baptist University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A2_001_13A_Final_Report_Prof_Li.pdf,2013-14 (First Round),15,416760,Land and Housing,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A2.001.13A.zip
2013.A3.002.13A,A Study on the Preferences and Feasibility of Optional Retirement in Hong Kong: A Human Resources Management Perspective,"Prof CHAN Cheung Ming,
Alfred",Lingnan University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A3_002_13A_Final_Report_Prof_Chan.pdf,2013-14 (First Round),9,544255,Livelihood Issues,
2013.A3.003.13A,Retirement Planning for Pre-retiree in Hong Kong,"Prof CHAN Cheung Ming,
Alfred",Lingnan University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A3_003_13A_Final_Report_Prof_Chan.pdf,2013-14 (First Round),12,516954,Livelihood Issues,
2013.A3.004.13A,The Governing System of Pre-1997 Hong Kong: Archival Study of Selected Policies / Events,Dr LI Pang Kwong,Lingnan University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A3_004_13A_Final_Report_Dr_Li.pdf,2013-14 (First Round),14,443497.5,Political Development and Governance,
2013.A6.006.13A,Sustainable Planning Criteria (SPC) for Age-friendly Precincts (AFP) in the New Development Areas (NDAs) of Hong Kong,"Prof CHAN Hon Wan,
Edwin",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_006_13A_Final_Report_Prof_Chan.pdf,2013-14 (First Round),15,528471,"Land and Housing, Livelihood Issues",https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.006.13A.zip
2013.A6.007.13A,Improving Safety Communication of Ethnic Minorities in the Construction Industry,Prof Albert P. C. CHAN,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_007_13A_Final_Report_Prof_Chan.pdf,2013-14 (First Round),18,488750,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Dataset_2013.A6.007.13A.zip
2013.A6.010.13A,Study on the Development Potential and Energy Incentives of Rooftop Solar Photovoltaic Applications in Hong Kong,Dr LU Lin,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_010_13A_Final_Report_Dr_Lu.pdf,2013-14 (First Round),16,424120,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.010.13A.zip
2013.A6.012.13A,Can We Get Rid of Smoggy Days in Hong Kong: Formation Mechanism and Control Strategies?,Dr GUO Hai,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_012_13A_Final_Report_Dr_Guo.pdf,2013-14 (First Round),15,662969.3,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.012.13A.zip
2013.A6.013.13A,Development of a Policy for Optimizing the Use of Inert Solid Wastes in Road Pavement Construction,Dr WANG Yuhong,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_013_13A_Final_Report_Dr_Wang.pdf,2013-14 (First Round),21,373635,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.013.13A.zip
2013.A6.022.13A,"Is the Polluter Paying? Assessing the Application of the ""Polluter Pays"" Principle to Ship-Source Pollution in Hong Kong",Dr ZHU Ling,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_022_13A_Final_Report_Dr_Zhu.pdf,2013-14 (First Round),12,258750,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.022.13A.zip
2013.A6.024.13A,A Remote Sensing Study of Solar Energy Supply in Cloud-prone Areas of Hong Kong,Dr WONG Man Sing,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_024_13A_Final_Report_Dr_Wong.pdf,2013-14 (First Round),16,359869.5,Others,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.024.13A.zip
2013.A6.025.13A,Green Information Technology Adoption in Hong Kong: An Empirical Analysis and Policy Implications for Sustainable Development,Prof Eric W. T. NGAI,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_025_13A_Final_Report_Prof_Ngai.pdf,2013-14 (First Round),20,329906.3,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.025.13A.zip
2013.A6.029.13A,Towards Sustainability: Exploring the Social and Economic Dimensions of Travel to Hong Kong by Mainland Chinese,Prof QIU Hanqin,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_029_13A_Final_Report_Prof_Qiu.pdf,2013-14 (First Round),18,428490,Economic Development,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.029.13A.zip
2013.A6.030.13A,"Shaping Tourism Development: Anticipating Changes and Impacts, and Managing Consequences and Conflicts","Dr TSE Sze Ming, Tony",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_030_13A_Final_Report_Dr_Tse.pdf,2013-14 (First Round),12,269100,Economic Development,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A6.030.13A.zip
2013.A7.001.13A,Developing an Integrated Construction Waste Management Policy Framework in Hong Kong,Prof ZHANG Xueqing,The Hong Kong University of Science and Technology,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A7_001_13A_Final Report_Prof_Zhang.pdf,2013-14 (First Round),12,485415,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A7.001.13A.zip
2013.A8.004.13A,A Study of Aspiration of Fertility amongst Married Women in Hong Kong (Age 15-49),Prof Paul S. F. YIP,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_004_13A_Final_Report_Prof_Yip.pdf,2013-14 (First Round),11,365700,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A8.004.13A.zip
2013.A8.005.13A,A Study of the Movement of Type A and B Babies in Hong Kong,Prof Paul S. F. YIP,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_005_13A_Final_Report_Prof_Yip.pdf,2013-14 (First Round),8,308706,Livelihood Issues,
2013.C.002.13A,Age-friendly Housing Policies,"Prof LAU Sau Shing,
Patrick",Dashun Policy Research Centre,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_C_002_13A_Final_Report_Prof_Lau.pdf,2013-14 (First Round),10,579383,Land and Housing,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.C.002.13A.zip
2013.A7.005.14A,Dynamics of Poverty in Hong Kong: A Supplementary Survey,Prof WU Xiaogang,The Hong Kong University of Science and Technology,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A7_005_14A_Final_Report_Prof_Wu.pdf,2014-15 (First Round),12,423200,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A7.005.14A.zip
2013.A8.006.14A,"Language Use, Proficiency and Attitudes in Hong Kong","Prof John
BACON SHONE",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_006_14A_Final_Report_Prof_Bacon_Shone.pdf,2014-15 (First Round),15,714985,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Dataset_2013.A8.006.14A.zip
2013.A8.009.14A,"Can Online Opinion Reflect Public Opinion? An Investigation into the Interplays between Online Opinion, Public Opinion, and Mass Media",Dr FU King Wa,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_009_14A_Final_Report_Dr_Fu.pdf,2014-15 (First Round),30,556888,Political Development and Governance,
2013.A8.010.14A,Family Caregiving and Long-Term Care Decision of People with Dementia in Hong Kong,"Dr LUM Yat Sang, Terry",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_010_14A_Final_Report_Dr_Lum.pdf,2014-15 (First Round),13,332426.7,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2013.A8.010.14A.zip
2013.C.003.14A,Assessment of the Impact and Opportunities of the HK-Zhuhai-Macao Bridge to HK in the New Economic Situation,Mr CHEUNG Wai Lam,One Country Two Systems Research Institute,Completed,Research Report (Chinese Version only),https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_C_003_14A_Final_Report_Mr_Cheung.pdf,2014-15 (First Round),9,588000,Economic Development,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Dataset_2013.C.003.14A.zip
2013.A6.032.14C,Enhancing Hong Kong’s Competitiveness as a Regional Cruise Hub from a Policy Perspective,"Prof HSU Hui Chun,
Cathy",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A6_032_14C_Final_Report_Prof_Hsu.pdf,2014-15 (Second Round),15,556600,Economic Development,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Dataset_2013.A6.032.14C.zip
2014.A7.007.14C,Hong Kong Immigrants in Shenzhen: Facts and Challenges,Prof WU Xiaogang,The Hong Kong University of Science and Technology,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A7_007_14C_Final_Report_Prof_Wu.pdf,2014-15 (Second Round),12,229452.6,"Livelihood Issues, Economic Development, Application of Innovation and Technology",
2013.A8.012.14B,Industrial Land Use Changes in Response to Economic Restructuring in Hong Kong,"Mr LEUNG Cheuk Fai,
Jimmy",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_012_14B_Final_Report_Mr_Leung.pdf,2014-15 (Second Round),15,704812,Land and Housing,
2013.A8.014.14C,Repeated Planning Applications by Developers under Statutory Zoning: A Hong Kong Case Study of Delays in Private Residential Development,"Prof LAI Wai Chung,
Lawrence",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2013_A8_014_14C_Final Report_Prof_Lai.pdf,2014-15 (Second Round),19,640366,Land and Housing,
2014.A8.016.14C,Developing Sustainable Hong Kong through Low Impact Development: from Science to Innovation Policy,"Dr CHUI Ting Fong, May",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A8_016_14C_Final_Report_Dr_Chui.pdf,2014-15 (Second Round),15,455975,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Dataset_2014.A8.016.14C.zip
2014.C.006.14C,Enhancing Policy on Building Maintenance: Solving the Residential Seepage Problem,Ir Dr CHOI Yu Leuk,Hong Kong Academy of Engineering Sciences,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_C_006_14C_Final_Report_Ir_Dr_Choi.pdf,2014-15 (Second Round),12,737150,"Land and Housing, Livelihood Issues, Political Development and Governance, Economic Development",https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.C.006.14C.zip
2014.A1.004.14D,The Drafting Policy for Hong Kong's Bilingual Legislation: A Communicative Approach,"Dr CHAN Ho Yan, Clara",City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_004_14D_Final_Report_Dr_Chan.pdf,2014-15 (Third Round),15,318036.6,Others,
2014.A5.003.14D,Poverty of Ethnic Minority Children in Hong Kong,"Dr CHEUNG Chi Kin,
Kelvin",The Hong Kong Institute of Education*,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A5_003_14D_Final_Report_Dr_Cheung.pdf,2014-15 (Third Round),12,322414,Livelihood Issues,
2014.A1.008.14E,Investigating the Possibility of Incorporating The Effect of Photovoltaic Panel and Photovoltaic Glazing Systems in the OTTV (Overall Thermal Transfer Value) Calculation in Hong Kong,Dr CHAN Lok Shun,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_008_14E_Final_Report_Dr_Chan.pdf,2014-15 (Fourth Round),9,157895,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A1.008.14E.zip
2014.A1.009.14E,Student Visa Holders in Rental Market: A Study of Mainland Students Housing Choice and Their Impact on Hong Kong's Housing Market,Dr CHANG Zheng,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_009_14E_Final_Report_Dr_Chang.pdf,2014-15 (Fourth Round),15,294883,Land and Housing,
2014.A1.010.14E,"Performance Information Use: Experiments on Performance Dimensions, Communication and Data Sources in Education and Solid Waste Recycling","Prof Richard
Mark WALKER",City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_010_14E_Final_Report_Prof_Walker.pdf,2014-15 (Fourth Round),15,597264,"Political Development and Governance, Application of Innovation and Technology, Environmental Protection",https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A1.010.14E.zip
2014.A4.003.14E,"Vocational-oriented Education at Senior Secondary Level: Perceptions, Decision-making, and Life Planning","Prof CHIU Wing Kai,
Stephen",The Chinese University of Hong Kong,Completed,Research Report (Chinese Version only),https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A4_003_14E_Final_Report_Prof_Chiu.pdf,2014-15 (Fourth Round),15,691210.95,"Youth Development, Livelihood Issues",https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A4.003.14E.zip
2014.A5.005.14E,How to Increase the Demand for Annuity in Hong Kong: A Study of Middle-Aged Adults,Prof CHOU Kee Lee,The Hong Kong Institute of Education*,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A5_005_14E_Final_Report_Prof_Chou.pdf,2014-15 (Fourth Round),15,767917.1,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A5.005.14E.zip
2014.A6.038.14E,Feasibility Study of Implementing Indoor Air Quality Index in Hong Kong,"Ir Dr MUI Kwok Wai,
Horace",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A6_038_14E_Final_Report_Ir_Dr_Mui.pdf,2014-15 (Fourth Round),24,365700,Environmental Protection,
2014.A8.019.14E,"e-Learning in Formal, Informal and Open Learning Contexts: A Study of Global Trends, Policy Options and Their Implications for Sustainable Development in Hong Kong","Prof LAW LUK Wai Ying,
Nancy",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A8_019_14E_Final_Report_Prof_Law.pdf,2014-15 (Fourth Round),14,885488.5,Application of Innovation and Technology,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A8.019.14E.zip
2014.A8.020.14E,"A Possible Zero Carbon Building Policy for Hong Kong: Opportunities, Risks and Recommendations",Dr PAN Wei,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A8_020_14E_Final_Report_Dr_Pan.pdf,2014-15 (Fourth Round),15,408894,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A8.020.14E.zip
2014.A1.011.15A,How to Improve Participatory Mechanisms in The Processes of Urban Redevelopment: The Case of Kowloon East (Hong Kong),"Dr Miguel Angel
MARTINEZ LOPEZ",City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_011_15A_Final_Report_Dr_Martinez_Lopez.pdf,2015-16 (First Round),15,498251.3,Political Development and Governance,
2014.A1.012.15A,Making Policy for Child Care in Hong Kong,Dr LEUNG Lai Ching,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_012_15A_Final_Report_Dr_Leung.pdf,2015-16 (First Round),15,476123,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A1.012.15A.zip
2014.A2.003.15A,Shaping Arts Development and Education in Facilitating the Role of Hong Kong as a Cultural Hub of the Region,"Dr SIU Yee Man, Noel",Hong Kong Baptist University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A2_003_15A_Final_Report_Dr_Siu.pdf,2015-16 (First Round),12,332350,Economic Development,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A2.003.15A.zip
2014.A4.004.15A,Enforcing and Complying with Voluntary Agreements as an Alternative Environmental Policy Instrument,Prof XU Yuan,The Chinese University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A4_004_15A_Final Report_Prof_Xu.pdf,2015-16 (First Round),6,195332,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A4.004.15A.zip
2014.A5.006.15A,A Panel Study of Media Effects on Hong Kong Youth's Political Participation,Dr CHAN Lih Shing,The Hong Kong Institute of Education*,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A5_006_15A_Final Report_Dr Chan.pdf,2015-16 (First Round),25,667175.95,Political Development and Governance,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A5.006.15A.zip
2014.A5.007.15A,Impact of Family Friendly Policies: A Panel Study in Hong Kong,Dr Lina VYAS,The Hong Kong Institute of Education*,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A5_007_15A_Final_Report_Dr_Vyas.pdf,2015-16 (First Round),22.5,448945.05,Livelihood Issues,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A5.007.15A.zip
2014.A6.045.15A,Does Dual-class Share Structure Create Value for Shareholders in the Long Run? Evidence from an Empirical Study of Global Markets with Implications for Hong Kong Stock-listing Policies,Dr ZHANG Shaojun,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014.A6.045.15A_Final Report_Dr Zhang.pdf,2015-16 (First Round),27,898840,Economic Development,
2014.A6.048.15A,Civil and Criminal Liabilities for Ship-source Pollution in Hong Kong: Taking Stock of the Present and Seeing the Way Forward,Dr ZHU Ling,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A6_048_15A_Final_Report_Dr_Zhu.pdf,2015-16 (First Round),15,278530,Environmental Protection,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A6.048.15A.zip
2014.B12.001.15A,Preventing Marginalization in Air Passenger and Freight Businesses - a Global Network Decision Support System,Dr WONG Wai Hung,Hang Seng Management College**,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_B12_001_15A_Final_Report_Dr_Wong.pdf,2015-16 (First Round),25,654500,Economic Development,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.B12.001.15A.zip
2014.A1.019.15B,Exploration and Evaluation of Policy Options for Tackling the Illegal Subdivided Unit Problem in Hong Kong,Dr YAU Yung Simon,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_019_15B_Final_Report_Dr_Yau.pdf,2015-16 (Second Round),15,212175,Land and Housing,
2014.A1.020.15B,Sustainability and Social Mobility in Professional Services: A Case Study of Accounting Profession in Hong Kong,"Prof LI Chelan, Linda",City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A1_020_15B_Final_Report_Prof_Li.pdf,2015-16 (Second Round),15,548775.4,Others,
2014.A5.010.15B,Towards a Refugee Policy for an Inclusive Hong Kong: Enhancing the Status of China's International City,"Prof Kerry
John KENNEDY",The Hong Kong Institute of Education*,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A5_010_15B_Final_Report_Prof_Kennedy.pdf,2015-16 (Second Round),13,652303,"Livelihood Issues,  Political Development and Governance",https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A5.010.15B.zip
2014.A6.053.15B,Evaluation of Green Practices for Grocery Retailers in Hong Kong and the Policy Implications for Sustainable Development,"Dr LAI Kee Hung, Mike",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A6_053_15B_Final_Report_Dr_Lai.pdf,2015-16 (Second Round),12,294400,Application of Innovation and Technology,https://www.cepu.gov.hk/doc/en/research_report(ZIP)/Data Set_2014.A6.053.15B.zip
2014.A6.054.15B,The Effect of Isomorphic Pressure for BIM in Hong Kong Construction Industry,Prof LI Heng,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A6_054_15B_Final Report_Prof Li.pdf,2015-16 (Second Round),15,470695,Economic Development,
2014.A8.025.15B,Public Transport Policy Measures to Improve the Mobility of the Elderly in Hong Kong,Dr SZETO Wai Yuen,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A8_025_15B_Final_Report_Dr_Szeto.pdf,2015-16 (Second Round),15,526700,Livelihood Issues,
2014.A8.027.15B,Birds of a Feather: Cross-group Interaction between Mainland and Local University Students in Hong Kong,Dr TIAN Xiaoli,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2014_A8_027_15B_Final_Report_Dr_Tian.pdf,2015-16 (Second Round),15,242236,Livelihood Issues,
